iter	Passed	Remaining
763	1781	550
764	1784	548
765	1785	545
766	1789	543
767	1791	541
768	1792	538
769	1794	535
770	1796	533
771	1798	531
772	1802	529
773	1804	526
774	1805	524
775	1807	521
776	1809	519
777	1810	516
778	1813	514
779	1814	511
780	1816	509
781	1817	506
782	1819	504
783	1822	501
784	1824	499
785	1827	497
786	1828	494
787	1830	492
788	1832	490
789	1834	487
790	1838	485
791	1840	483
792	1841	480
793	1843	478
794	1845	475
795	1847	473
796	1851	471
797	1853	469
798	1854	466
799	1855	463
800	1857	461
801	1868	461
802	1871	459
803	1878	457
804	1880	455
805	1883	453
806	1886	451
807	1889	448
808	1893	447
809	1896	444
810	1898	442
811	1900	440
812	1904	437
813	1906	435
814	1908	433
815	1914	431
816	1917	429
817	1918	426
818	1920	424
819	1923	422
820	1926	420
821	1928	417
822	1930	415
823	1933	412
824	1935	410
825	1937	408
826	1939	405
827	1942	403
828	1943	400
829	1947	398
830	1949	396
831	1951	394
832	1953	391
833	1956	389
834	1959	387
835	1961	384
836	1963	382
837	1965	379
838	1967	377
839	1970	375
840	1972	372
841	1974	370
842	1976	368
843	1979	365
844	1981	363
845	1983	361
846	1985	358
847	1987	356
848	1992	354
849	1994	352
850	1996	349
851	2000	347
852	2002	345
853	2005	342
854	2007	340
855	2008	337
856	2010	335
857	2016	333
858	2018	331
859	2020	328
860	2022	326
861	2024	324
862	2027	321
863	2029	319
864	2030	316
865	2032	314
866	2034	312
867	2038	310
868	2040	307
869	2042	305
870	2043	302
871	2045	300
872	2049	298
873	2052	295
874	2055	293
875	2056	291
876	2059	288
877	2061	286
878	2063	284
879	2064	281
880	2066	279
881	2068	276
882	2073	274
883	2075	272
884	2077	269
885	2078	267
886	2081	265
887	2083	262
888	2085	260
889	2086	257
890	2087	255
891	2090	253
892	2091	250
893	2093	248
894	2096	245
895	2097	243
896	2099	241
897	2100	238
898	2103	236
899	2105	233
900	2107	231
901	2109	229
902	2110	226
903	2112	224
904	2114	221
905	2116	219
906	2122	217
907	2123	215
908	2126	212
909	2129	210
910	2133	208
911	2135	206
912	2136	203
913	2137	201
914	2139	198
915	2141	196
916	2145	194
917	2146	191
918	2148	189
919	2150	186
920	2151	184
921	2153	182
922	2157	179
923	2159	177
924	2161	175
925	2162	172
926	2164	170
927	2165	168
928	2169	165
929	2171	163
930	2173	161
931	2175	158
932	2176	156
933	2177	153
934	2179	151
935	2183	149
936	2184	146
937	2187	144
938	2188	142
939	2190	139
940	2191	137
941	2195	135
942	2197	132
943	2199	130
944	2200	128
945	2202	125
946	2203	123
947	2207	121
948	2209	118
949	2211	116
950	2212	114
951	2215	111
952	2218	109
953	2221	107
954	2222	104
955	2224	102
956	2226	100
957	2227	97
958	2232	95
959	2235	93
960	2236	90
961	2238	88
962	2239	86
963	2245	83
964	2247	81
965	2248	79
966	2250	76
967	2252	74
968	2253	72
969	2258	69
970	2259	67
971	2261	65
972	2262	62
973	2264	60
974	2268	58
975	2271	55
976	2273	53
977	2275	51
978	2276	48
979	2278	46
980	2284	44
981	2285	41
982	2288	39
983	2289	37
984	2290	34
985	2292	32
986	2297	30
987	2299	27
988	2301	25
989	2303	23
990	2304	20
991	2309	18
992	2311	16
993	2312	13
994	2315	11
995	2316	9
996	2317	6
997	2323	4
998	2325	2
999	2326	0
